Applied time(s),Measured Current(A)
0.0,0.0
0.999999,9.4797264e-08
1.9999989999999999,9.4797264e-08
2.999999,9.394409000000001e-09
3.999999,3.7577636000000004e-08
4.999999,3.7577636000000004e-08
5.999999,8.454968e-09
6.999999,-3.1940990000000005e-08
7.999999,-3.5698756e-08
8.999998999999999,3.7577600000000004e-10
9.999998999999999,9.394409600000001e-11
10.999998999999999,1.8788800000000002e-10
11.999998999999999,5.63664e-10
12.999998999999999,0.0
13.999998999999999,2.81832e-10
14.999998999999999,2.81832e-10
15.999998999999999,0.0
16.999997999999998,1.8788800000000002e-10
17.999997999999998,2.81832e-10
18.999997999999998,1.8788800000000002e-10
19.999997999999998,2.81832e-10
20.999997999999998,0.0
21.999997999999998,9.394409600000001e-11
22.999997999999998,5.63664e-10
23.999997999999998,1.8788800000000002e-10
24.999997999999998,4.6972e-10
25.999997999999998,2.81832e-10
26.999997999999998,9.394409600000001e-11
27.999997999999998,4.6972e-10
28.999997999999998,3.7577600000000004e-10
29.999997999999998,0.0
30.999997999999998,9.394409600000001e-11
31.999997999999998,6.576080000000001e-10
32.999998,9.394409600000001e-11
33.999995999999996,4.6972e-10
34.999995999999996,3.7577600000000004e-10
35.999995999999996,3.7577600000000004e-10
36.999995999999996,3.7577600000000004e-10
37.999995999999996,9.394409600000001e-11
38.999995999999996,0.0
39.999995999999996,3.7577600000000004e-10
40.999995999999996,2.81832e-10
41.999995999999996,6.576080000000001e-10
42.999995999999996,1.8788800000000002e-10
43.999995999999996,3.7577600000000004e-10
44.999995999999996,3.7577600000000004e-10
45.999995999999996,1.8788800000000002e-10
46.999995999999996,9.394409600000001e-11
47.999995999999996,2.81832e-10
48.999995999999996,2.81832e-10
49.999995999999996,-1.8788800000000002e-10
50.999995999999996,1.8788800000000002e-10
51.999995999999996,1.8788800000000002e-10
52.999995999999996,0.0
53.999995999999996,9.394409600000001e-11
54.999995999999996,2.81832e-10
55.999995999999996,3.7577600000000004e-10
56.999995999999996,0.0
57.999995999999996,9.394409600000001e-11
58.999995999999996,0.0
